#           x             y             z             p           U_x           U_y           U_z
      1.20312     -0.921875           0.5       63.5506        37.215       4.97644  -1.37394e-21
      1.21875     -0.921875           0.5       62.8641       37.2334       4.97558   8.41796e-21
      1.23438     -0.921875           0.5       62.2465       37.2505       4.97442   1.27421e-20
         1.25     -0.921875           0.5         61.65       37.2674       4.97254   1.20644e-20
      1.26562     -0.921875           0.5       61.0015       37.2848       4.97196   6.04442e-21
      1.28125     -0.921875           0.5       60.3333       37.3031       4.97187  -4.08266e-20
      1.29688     -0.921875           0.5       59.6767        37.321       4.97283  -7.19603e-20
       1.3125     -0.921875           0.5       59.0981       37.3375       4.97374  -3.00359e-20
      1.32812     -0.921875           0.5       58.5004       37.3542       4.97432  -5.63487e-20
      1.34375     -0.921875           0.5       57.8816       37.3704       4.97548  -8.02961e-19
      1.35938     -0.921875           0.5        57.327       37.3863       4.97438  -3.18086e-19
        1.375     -0.921875           0.5        56.662       37.4032       4.97485   -1.1117e-19
      1.39062     -0.921875           0.5       55.9123       37.4214       4.97687   -3.1891e-20
      1.40625     -0.921875           0.5       55.4161       37.4369       4.97883  -3.08708e-19
      1.42188     -0.921875           0.5       54.8297       37.4527       4.97959  -2.60823e-19
       1.4375     -0.921875           0.5       54.2634        37.468       4.98055  -4.39638e-20
      1.45312     -0.921875           0.5       53.6811       37.4839       4.98169  -2.66745e-20
      1.46875     -0.921875           0.5       53.1424       37.4986       4.98382  -1.89857e-20
      1.48438     -0.921875           0.5       52.6306       37.5126       4.98517   1.12933e-21
         -0.5      -0.90625           0.5       81.6216       36.2022       7.55578   1.58971e-19
    -0.484375      -0.90625           0.5       82.7399       36.1747       7.54218   1.92983e-19
     -0.46875      -0.90625           0.5         83.93       36.1455       7.52817    2.2718e-19
    -0.453125      -0.90625           0.5       84.9696       36.1217       7.50139   1.57997e-19
      -0.4375      -0.90625           0.5       85.9805        36.098       7.47273   7.27755e-20
    -0.421875      -0.90625           0.5       87.0236       36.0746       7.44477  -3.08621e-21
     -0.40625      -0.90625           0.5       88.3669       36.0461       7.42057  -4.22196e-19
    -0.390625      -0.90625           0.5        89.429       36.0233       7.39206    4.1414e-20
       -0.375      -0.90625           0.5       90.5178       35.9987       7.36631   2.93435e-19
    -0.359375      -0.90625           0.5       91.4991       35.9795       7.33746   2.33108e-19
     -0.34375      -0.90625           0.5       92.5459       35.9547       7.30833    2.4779e-19
    -0.328125      -0.90625           0.5       93.7039       35.9335       7.27923   3.80226e-19
      -0.3125      -0.90625           0.5       94.7157        35.912       7.24906   3.91259e-19
    -0.296875      -0.90625           0.5       95.4892       35.8957       7.21828   4.72811e-21
     -0.28125      -0.90625           0.5       96.5677       35.8734       7.18297   4.60203e-19
    -0.265625      -0.90625           0.5       97.6094       35.8516       7.14772   9.97788e-19
        -0.25      -0.90625           0.5        98.899       35.8258       7.11321   8.86763e-19
    -0.234375      -0.90625           0.5       99.7909       35.8062       7.08475    -2.486e-21
     -0.21875      -0.90625           0.5       100.917        35.784       7.05162  -7.08203e-19
    -0.203125      -0.90625           0.5       101.613       35.7732       7.02049   1.92249e-20
      -0.1875      -0.90625           0.5       101.994       35.7602       6.98234   3.43156e-20
    -0.171875      -0.90625           0.5       102.726       35.7492       6.94055   1.48718e-19
     -0.15625      -0.90625           0.5       103.933       35.7283       6.89764    3.4508e-19
    -0.140625      -0.90625           0.5       104.874       35.7135       6.86176   1.18444e-19
       -0.125      -0.90625           0.5       105.603          35.7       6.82124  -2.48925e-19
    -0.109375      -0.90625           0.5        106.31       35.6879       6.78361   2.18456e-19
     -0.09375      -0.90625           0.5       106.908       35.6797       6.74247  -3.18207e-19
    -0.078125      -0.90625           0.5       107.129       35.6751       6.70227  -1.28014e-19
      -0.0625      -0.90625           0.5       107.666       35.6701       6.65722   3.52476e-20
    -0.046875      -0.90625           0.5        108.11       35.6648       6.61587  -3.92211e-20
     -0.03125      -0.90625           0.5       108.784       35.6576       6.57208   1.53151e-19
    -0.015625      -0.90625           0.5       109.296       35.6511       6.52875   9.65033e-20
  3.14982e-15      -0.90625           0.5       109.958       35.6442        6.4917  -5.93845e-19
     0.015625      -0.90625           0.5       110.221       35.6433       6.44315   2.71158e-19
      0.03125      -0.90625           0.5       110.441       35.6438       6.40644   7.61613e-19
     0.046875      -0.90625           0.5       110.459       35.6479       6.36291  -5.57776e-19
       0.0625      -0.90625           0.5       110.536       35.6513       6.32661  -1.87612e-19
     0.078125      -0.90625           0.5       110.926       35.6532       6.28055   -2.7879e-20
      0.09375      -0.90625           0.5       111.101       35.6613       6.23785   1.91885e-19
     0.109375      -0.90625           0.5       110.983       35.6704       6.19671    3.3395e-19
        0.125      -0.90625           0.5       111.078       35.6762       6.15454  -3.42668e-19
     0.140625      -0.90625           0.5       111.111        35.685       6.10694  -5.27579e-19
      0.15625      -0.90625           0.5       111.067       35.6951        6.0588  -3.72562e-19
     0.171875      -0.90625           0.5       110.952       35.7051       6.01714  -1.87387e-19
       0.1875      -0.90625           0.5        110.78       35.7161         5.979  -2.91176e-20
     0.203125      -0.90625           0.5       110.493       35.7307       5.94978    3.1656e-20
      0.21875      -0.90625           0.5       109.969       35.7472       5.90907   2.32806e-20
     0.234375      -0.90625           0.5       109.645       35.7634       5.87067   3.86096e-20
         0.25      -0.90625           0.5       109.402       35.7794       5.83298    5.3165e-20
     0.265625      -0.90625           0.5       108.988       35.7976       5.79587   5.71363e-20
      0.28125      -0.90625           0.5       108.574       35.8213        5.7601    5.7903e-19
     0.296875      -0.90625           0.5       108.125       35.8368       5.73383   2.23189e-20
       0.3125      -0.90625           0.5       107.686       35.8554       5.69659  -7.05703e-20
     0.328125      -0.90625           0.5        107.28       35.8742       5.65558  -9.97568e-21
      0.34375      -0.90625           0.5        106.38       35.9001       5.62439  -4.98017e-19
     0.359375      -0.90625           0.5       106.052       35.9198       5.59003  -8.22841e-19
        0.375      -0.90625           0.5       105.456       35.9414       5.56251  -8.22242e-19
     0.390625      -0.90625           0.5       104.889       35.9647       5.53448   2.40574e-19
      0.40625      -0.90625           0.5       104.042       35.9905       5.50478  -2.05328e-19
     0.421875      -0.90625           0.5       103.158        36.017       5.47569  -6.90613e-20
       0.4375      -0.90625           0.5       102.772        36.039       5.44798  -6.33802e-20
     0.453125      -0.90625           0.5       101.884       36.0663       5.41753  -3.49281e-19
      0.46875      -0.90625           0.5       101.049       36.0919       5.39901   7.53306e-19
     0.484375      -0.90625           0.5         100.3       36.1178       5.36851   7.12607e-19
          0.5      -0.90625           0.5         99.51       36.1446       5.34704  -9.53458e-20
     0.515625      -0.90625           0.5       98.6473       36.1721       5.32413  -2.56551e-19
      0.53125      -0.90625           0.5       97.8665       36.1995       5.30327  -3.36062e-19
     0.546875      -0.90625           0.5       96.9351       36.2288       5.27909   2.91727e-19
       0.5625      -0.90625           0.5       96.0587        36.257       5.26102   3.94146e-19
     0.578125      -0.90625           0.5       95.2944        36.283       5.24134   1.04949e-18
      0.59375      -0.90625           0.5       94.4245       36.3097       5.22786  -1.68101e-19
     0.609375      -0.90625           0.5       93.6473       36.3369       5.21392  -8.12105e-20
        0.625      -0.90625           0.5       92.7457       36.3641       5.19462  -1.56996e-19
     0.640625      -0.90625           0.5       91.8014       36.3915       5.17738  -1.72223e-19
      0.65625      -0.90625           0.5       90.9006       36.4196       5.16248  -4.42361e-20
     0.671875      -0.90625           0.5       89.9514       36.4482       5.14846   3.73555e-20
       0.6875      -0.90625           0.5       89.0651       36.4752       5.13558   8.21432e-20
     0.703125      -0.90625           0.5       88.4582       36.4993       5.12135   2.17727e-19
      0.71875      -0.90625           0.5       87.5946       36.5255       5.11111  -4.64105e-19
     0.734375      -0.90625           0.5       86.6384       36.5519       5.09996  -1.06636e-19
         0.75      -0.90625           0.5       85.7615       36.5775       5.08942  -3.36589e-20
     0.765625      -0.90625           0.5       84.8649       36.6036       5.07903   7.85508e-21
      0.78125      -0.90625           0.5       84.0941       36.6279        5.0683  -6.94616e-19
     0.796875      -0.90625           0.5       83.1645       36.6538       5.06128  -3.64634e-19
       0.8125      -0.90625           0.5       82.2877       36.6792       5.05326  -3.30543e-19
     0.828125      -0.90625           0.5       81.4309       36.7041       5.04382  -7.55736e-20
      0.84375      -0.90625           0.5       80.6191       36.7287       5.03573   1.33685e-19
     0.859375      -0.90625           0.5       79.9371       36.7494       5.02813  -2.90917e-20
        0.875      -0.90625           0.5        79.211       36.7755       5.02485   -1.0627e-18
     0.890625      -0.90625           0.5       78.1678       36.7994       5.01879  -1.71922e-19
      0.90625      -0.90625           0.5       77.4823       36.8218       5.01504  -1.46191e-19
     0.921875      -0.90625           0.5       76.7227       36.8437       5.00634  -1.15835e-19
       0.9375      -0.90625           0.5       75.9353       36.8662       5.00013    4.7756e-20
     0.953125      -0.90625           0.5        75.121       36.8883       4.99655   1.70969e-19
      0.96875      -0.90625           0.5       74.2192       36.9123       4.99404  -3.39495e-21
     0.984375      -0.90625           0.5       73.4021       36.9346       4.98829   1.00461e-20
            1      -0.90625           0.5        72.707       36.9555       4.98522   2.62182e-20
      1.01562      -0.90625           0.5       72.0361       36.9763        4.9817   1.38079e-19
      1.03125      -0.90625           0.5       71.3542       36.9971       4.97821   2.77625e-19
      1.04688      -0.90625           0.5       70.6895       37.0179       4.97483  -2.55593e-19
       1.0625      -0.90625           0.5        69.949        37.039       4.97266  -4.37198e-19
      1.07812      -0.90625           0.5       69.1327       37.0599       4.97115  -2.33662e-19
      1.09375      -0.90625           0.5       68.3009       37.0808       4.97091  -2.14117e-19
      1.10938      -0.90625           0.5        67.601       37.1019       4.96708    -7.511e-20
        1.125      -0.90625           0.5       67.0113       37.1182       4.96505  -1.83835e-19
      1.14062      -0.90625           0.5       66.3522       37.1393       4.96597   3.45024e-19
      1.15625      -0.90625           0.5       65.5681       37.1588        4.9621   1.08451e-19
      1.17188      -0.90625           0.5       64.8382       37.1778       4.96049   2.48442e-19
       1.1875      -0.90625           0.5       64.3843       37.1948       4.95975   -4.9284e-21
      1.20312      -0.90625           0.5       63.6806       37.2132       4.95945  -1.85876e-20
      1.21875      -0.90625           0.5       62.9939       37.2318       4.95906  -1.06859e-21
      1.23438      -0.90625           0.5       62.3812         37.25       4.95625   1.89153e-21
         1.25      -0.90625           0.5       61.6854       37.2679       4.95504   4.60694e-21
      1.26562      -0.90625           0.5       61.0794       37.2854       4.95507   6.97915e-20
      1.28125      -0.90625           0.5       60.3362       37.3046       4.95609  -8.09722e-19
      1.29688      -0.90625           0.5       59.7685       37.3212       4.95715   9.77406e-21
       1.3125      -0.90625           0.5       59.1467       37.3383       4.95716  -1.82003e-19
      1.32812      -0.90625           0.5       58.5819       37.3548        4.9575  -8.47333e-20
      1.34375      -0.90625           0.5       57.9912        37.371       4.95751  -2.17088e-19
      1.35938      -0.90625           0.5       57.4465       37.3871       4.95765   1.92753e-19
        1.375      -0.90625           0.5       56.7936        37.404       4.95931   -5.9269e-19
      1.39062      -0.90625           0.5        56.132       37.4216       4.96097  -4.02478e-19
      1.40625      -0.90625           0.5       55.4466       37.4396       4.96253  -1.43979e-19
      1.42188      -0.90625           0.5       54.8761       37.4549       4.96403  -9.69975e-20
       1.4375      -0.90625           0.5       54.2964       37.4704       4.96552  -4.25047e-20
      1.45312      -0.90625           0.5       53.7134       37.4864       4.96657  -3.53346e-20
      1.46875      -0.90625           0.5       53.1615       37.5016       4.96826  -4.28738e-20
      1.48438      -0.90625           0.5       52.6483       37.5156       4.96991  -2.06222e-20
         -0.5     -0.890625           0.5        82.287       36.1812       7.57115    2.9905e-19
    -0.484375     -0.890625           0.5       83.3644       36.1513       7.56995   5.54801e-20
     -0.46875     -0.890625           0.5       84.5672       36.1227       7.55119   2.23827e-19
    -0.453125     -0.890625           0.5       85.3959       36.1001       7.52093   1.20634e-19
      -0.4375     -0.890625           0.5       86.6583       36.0743       7.49999   5.56896e-20
    -0.421875     -0.890625           0.5       87.6351         36.05       7.47058  -3.94805e-20
     -0.40625     -0.890625           0.5       88.8678       36.0254       7.44559  -2.39886e-19
    -0.390625     -0.890625           0.5       90.0965        35.998       7.41903  -2.26538e-19
       -0.375     -0.890625           0.5       91.4039       35.9706       7.39127   4.06137e-19
    -0.359375     -0.890625           0.5       92.4241       35.9473       7.36177  -1.58712e-19
     -0.34375     -0.890625           0.5       93.4976       35.9234       7.33254   -4.6836e-20
    -0.328125     -0.890625           0.5       94.6286       35.9007       7.30339   6.65944e-20
      -0.3125     -0.890625           0.5       95.5349       35.8808       7.27346  -4.08739e-19
    -0.296875     -0.890625           0.5       96.5387       35.8607       7.23987   -1.6321e-19
     -0.28125     -0.890625           0.5       97.6057       35.8366       7.20479  -6.45068e-19
    -0.265625     -0.890625           0.5       98.7901       35.8135       7.16834  -8.23216e-20
        -0.25     -0.890625           0.5       99.9183       35.7908       7.13277   1.26052e-20
    -0.234375     -0.890625           0.5       101.026       35.7687        7.0996  -5.99181e-19
     -0.21875     -0.890625           0.5        101.95       35.7475       7.06614  -2.98379e-19
    -0.203125     -0.890625           0.5       102.654       35.7405       7.03553   2.46201e-20
      -0.1875     -0.890625           0.5        103.33       35.7259       6.99299   5.00915e-20
    -0.171875     -0.890625           0.5       104.147       35.7099       6.94939   2.28222e-19
     -0.15625     -0.890625           0.5       105.247       35.6899       6.91626   1.64336e-19
    -0.140625     -0.890625           0.5       106.426       35.6679       6.87985   2.32421e-19
       -0.125     -0.890625           0.5       106.948       35.6585       6.83659   1.27958e-18
    -0.109375     -0.890625           0.5       107.534       35.6483       6.79347   1.21093e-18
     -0.09375     -0.890625           0.5       108.197       35.6439       6.75595  -9.55161e-19
    -0.078125     -0.890625           0.5       108.247       35.6374       6.71406  -3.46086e-19
      -0.0625     -0.890625           0.5       108.911       35.6311       6.66671  -1.55572e-19
    -0.046875     -0.890625           0.5       109.805       35.6178       6.62474   1.99443e-20
     -0.03125     -0.890625           0.5       110.493       35.6106       6.58154   2.08814e-19
    -0.015625     -0.890625           0.5       110.701       35.6101       6.53151   3.38712e-20
  4.10609e-15     -0.890625           0.5       111.249       35.6044       6.48955   1.72495e-19
     0.015625     -0.890625           0.5       111.616       35.6021       6.44776   8.14487e-19
      0.03125     -0.890625           0.5       111.765       35.6039       6.40824   3.54331e-19
     0.046875     -0.890625           0.5       112.087       35.6036       6.36451  -2.23145e-20
       0.0625     -0.890625           0.5       112.204       35.6082       6.31865  -7.91021e-20
     0.078125     -0.890625           0.5       112.369       35.6122       6.27166   1.94748e-20
      0.09375     -0.890625           0.5       112.507       35.6193       6.22902   3.02883e-19
     0.109375     -0.890625           0.5       112.707       35.6251        6.1813   1.27372e-18
        0.125     -0.890625           0.5       112.619       35.6336       6.14628   -2.0907e-19
     0.140625     -0.890625           0.5       112.626       35.6432       6.09809  -3.03237e-19
      0.15625     -0.890625           0.5       112.718        35.648       6.05828  -6.44265e-20
     0.171875     -0.890625           0.5       112.541       35.6596       6.00789  -2.99659e-21
       0.1875     -0.890625           0.5       112.346       35.6744       5.97514   5.24281e-20
     0.203125     -0.890625           0.5       111.976       35.6913       5.93313   1.39206e-19
      0.21875     -0.890625           0.5       111.249       35.7118       5.89009  -2.11123e-20
     0.234375     -0.890625           0.5       110.959       35.7251       5.85452  -3.01765e-20
         0.25     -0.890625           0.5       110.982       35.7403       5.81967  -8.46729e-21
     0.265625     -0.890625           0.5        110.49       35.7591       5.77541   1.75431e-19
      0.28125     -0.890625           0.5       109.886       35.7793        5.7422   8.15487e-20
     0.296875     -0.890625           0.5       109.402       35.8028       5.71235   2.42637e-20
       0.3125     -0.890625           0.5       109.116       35.8202       5.67504  -1.75643e-19
     0.328125     -0.890625           0.5       108.669       35.8398       5.63385  -1.30179e-19
      0.34375     -0.890625           0.5       107.857       35.8675       5.59823  -2.11341e-19
     0.359375     -0.890625           0.5       107.225       35.8897       5.56898  -2.50308e-19
        0.375     -0.890625           0.5       106.692       35.9137       5.53887   4.34964e-19
     0.390625     -0.890625           0.5       105.984       35.9374        5.5054    3.1778e-19
      0.40625     -0.890625           0.5       104.873       35.9678        5.4821  -4.87875e-22
     0.421875     -0.890625           0.5       104.466       35.9888       5.44911  -1.32528e-19
       0.4375     -0.890625           0.5       103.753       36.0154       5.41883  -8.78506e-20
     0.453125     -0.890625           0.5       102.946       36.0434       5.38925  -8.11085e-20
      0.46875     -0.890625           0.5       102.081       36.0704       5.36513   8.01528e-20
     0.484375     -0.890625           0.5        101.38       36.0964       5.34115   7.09018e-19
          0.5     -0.890625           0.5       100.374       36.1239       5.32172   -1.5042e-19
     0.515625     -0.890625           0.5       99.3403       36.1529       5.30308   -3.3722e-19
      0.53125     -0.890625           0.5       98.7865        36.178       5.27498  -3.25019e-19
     0.546875     -0.890625           0.5       97.8821       36.2053       5.25305   4.16433e-19
       0.5625     -0.890625           0.5       96.8998       36.2341       5.23024    3.6038e-19
     0.578125     -0.890625           0.5       96.0465       36.2623       5.21513   2.49319e-19
      0.59375     -0.890625           0.5       95.2001       36.2934       5.19947   1.11713e-19
     0.609375     -0.890625           0.5        94.334       36.3209       5.18087   -8.1097e-19
        0.625     -0.890625           0.5       93.4563       36.3484       5.16435  -4.40038e-19
     0.640625     -0.890625           0.5       92.5934        36.376       5.14863   7.03909e-20
      0.65625     -0.890625           0.5       91.6213       36.4045       5.13433   5.04733e-20
     0.671875     -0.890625           0.5       90.6289       36.4339       5.11966   8.55811e-20
       0.6875     -0.890625           0.5       89.7432       36.4606       5.10697   6.38548e-20
     0.703125     -0.890625           0.5       89.0017       36.4883       5.09559   1.49223e-19
      0.71875     -0.890625           0.5       88.1592       36.5143       5.08479  -2.81233e-19
     0.734375     -0.890625           0.5       87.1942       36.5421       5.07354   7.48542e-19
         0.75     -0.890625           0.5       86.2552       36.5703       5.06368  -1.76412e-20
     0.765625     -0.890625           0.5       85.3541       36.5951       5.05346  -1.19261e-20
      0.78125     -0.890625           0.5       84.5021       36.6203       5.04442   9.62225e-20
     0.796875     -0.890625           0.5       83.6645       36.6461       5.03632   4.27488e-19
       0.8125     -0.890625           0.5       82.7583       36.6711       5.02734   -9.6673e-19
     0.828125     -0.890625           0.5          81.9       36.6964        5.0192  -6.54714e-19
      0.84375     -0.890625           0.5       81.0168       36.7231       5.01151   2.57109e-19
     0.859375     -0.890625           0.5       80.1418       36.7484       5.00517   1.09175e-20
        0.875     -0.890625           0.5       79.2875       36.7738       4.99961  -9.52703e-20
     0.890625     -0.890625           0.5       78.4654       36.7987       4.99373  -1.25434e-19
      0.90625     -0.890625           0.5       77.8049        36.819       4.98512   1.18816e-19
     0.921875     -0.890625           0.5       77.0544       36.8405       4.98035   4.13707e-20
       0.9375     -0.890625           0.5        76.232       36.8628       4.97795  -1.67868e-19
     0.953125     -0.890625           0.5         75.39       36.8856       4.97421  -3.92812e-20
      0.96875     -0.890625           0.5       74.4972       36.9085       4.97101  -2.87888e-20
     0.984375     -0.890625           0.5        73.649       36.9322       4.96737  -2.84565e-20
            1     -0.890625           0.5       72.9706        36.953       4.96453  -3.49161e-20
      1.01562     -0.890625           0.5        72.326       36.9736       4.96109   8.94921e-20
      1.03125     -0.890625           0.5       71.5105       36.9959       4.95718   7.62233e-21
      1.04688     -0.890625           0.5       70.8803       37.0167       4.95473   3.33966e-19
       1.0625     -0.890625           0.5       70.1022        37.038       4.95226   5.02742e-20
      1.07812     -0.890625           0.5       69.3055       37.0591       4.95072  -1.73048e-19
      1.09375     -0.890625           0.5       68.4841       37.0813       4.94946  -2.39593e-19
      1.10938     -0.890625           0.5       67.7624       37.1019       4.94755  -5.76011e-20
        1.125     -0.890625           0.5       67.1453        37.121       4.94699    2.7784e-19
      1.14062     -0.890625           0.5       66.6093       37.1393       4.94873   8.69309e-19
      1.15625     -0.890625           0.5       65.5341        37.161        4.9419     9.003e-20
      1.17188     -0.890625           0.5       65.0832       37.1763       4.94023   1.43189e-19
       1.1875     -0.890625           0.5       64.4618       37.1948       4.93906   6.32917e-20
      1.20312     -0.890625           0.5       63.8621       37.2132       4.93923  -5.09194e-20
      1.21875     -0.890625           0.5       63.1926       37.2313       4.93793  -1.49239e-20
      1.23438     -0.890625           0.5       62.4973       37.2505       4.93706   3.42449e-20
         1.25     -0.890625           0.5       61.7018       37.2691       4.93825   2.27993e-20
      1.26562     -0.890625           0.5       61.1109       37.2877        4.9367   6.26146e-19
      1.28125     -0.890625           0.5       60.5152       37.3035       4.94044   8.62079e-20
      1.29688     -0.890625           0.5       59.8604       37.3215       4.94146   9.15084e-20
       1.3125     -0.890625           0.5       59.2398       37.3385       4.94147  -9.41859e-20
      1.32812     -0.890625           0.5       58.6705       37.3556       4.93989  -9.16654e-20
      1.34375     -0.890625           0.5       58.0015       37.3743       4.94082  -5.82919e-20
      1.35938     -0.890625           0.5       57.4569       37.3905       4.94119   3.32286e-19
        1.375     -0.890625           0.5       56.7955       37.4074       4.94294  -5.39252e-19
      1.39062     -0.890625           0.5       56.1303       37.4255       4.94392  -5.02765e-20
      1.40625     -0.890625           0.5       55.5683       37.4409       4.94536  -3.63527e-20
      1.42188     -0.890625           0.5        54.969       37.4577       4.94712     3.969e-19
       1.4375     -0.890625           0.5       54.3444       37.4736       4.94928   5.52551e-20
      1.45312     -0.890625           0.5       53.7431       37.4893       4.95109  -8.19158e-20
      1.46875     -0.890625           0.5       53.1806       37.5047        4.9527  -6.67618e-20
      1.48438     -0.890625           0.5       52.6334       37.5197       4.95443  -1.48673e-19
         -0.5        -0.875           0.5       82.8696       36.1563       7.61084  -2.52199e-19
    -0.484375        -0.875           0.5        84.464       36.1233       7.58038  -5.65755e-19
     -0.46875        -0.875           0.5       85.2662       36.1006         7.571   2.65872e-19
    -0.453125        -0.875           0.5       86.1834       36.0749       7.54865   2.48266e-19
      -0.4375        -0.875           0.5       86.8343       36.0553       7.51145   1.60536e-20
    -0.421875        -0.875           0.5       88.0955       36.0298       7.49049   -5.7906e-20
     -0.40625        -0.875           0.5       89.4063       36.0037       7.47098  -1.17733e-19
    -0.390625        -0.875           0.5       90.9095       35.9719       7.44429   3.85689e-19
       -0.375        -0.875           0.5       92.2644       35.9419       7.41642   4.55824e-19
    -0.359375        -0.875           0.5        93.237       35.9191       7.38691  -5.86928e-19
     -0.34375        -0.875           0.5       94.3532        35.895       7.35748  -2.32061e-19
    -0.328125        -0.875           0.5       95.4982       35.8699       7.32726  -1.76416e-19
      -0.3125        -0.875           0.5       96.5526       35.8474       7.29357  -3.13083e-19
    -0.296875        -0.875           0.5       97.5882       35.8257       7.26146  -3.31148e-19
     -0.28125        -0.875           0.5       98.6941       35.8031       7.22549  -1.40449e-19
    -0.265625        -0.875           0.5       99.8858       35.7782       7.19092   5.64108e-20
        -0.25        -0.875           0.5       100.906       35.7543       7.16039   8.25549e-20
    -0.234375        -0.875           0.5       101.933       35.7325       7.12035   1.03033e-19
     -0.21875        -0.875           0.5       102.983       35.7109       7.08067   1.11445e-19
    -0.203125        -0.875           0.5       103.639       35.6985       7.04408   2.17373e-19
      -0.1875        -0.875           0.5       104.251       35.6839       7.00939   4.19063e-19
    -0.171875        -0.875           0.5       105.954       35.6614       6.96914  -3.25405e-19
     -0.15625        -0.875           0.5       107.433       35.6345       6.93317  -5.47895e-19
    -0.140625        -0.875           0.5       108.095       35.6239       6.89589   5.04274e-19
       -0.125        -0.875           0.5         108.3        35.617       6.84451   3.82551e-19
    -0.109375        -0.875           0.5       108.879        35.607       6.80149   4.15572e-19
     -0.09375        -0.875           0.5       109.437       35.6054       6.76496  -9.49855e-19
    -0.078125        -0.875           0.5       109.842       35.5967       6.71623   -3.9823e-19
      -0.0625        -0.875           0.5       110.521       35.5863       6.66977   -1.6921e-19
    -0.046875        -0.875           0.5       111.391        35.573       6.63072  -2.86504e-20
     -0.03125        -0.875           0.5       112.165        35.562       6.59288   5.42191e-20
    -0.015625        -0.875           0.5        112.44       35.5619        6.5431   2.53159e-19
  1.86396e-15        -0.875           0.5       112.735       35.5612       6.49383   4.86137e-19
     0.015625        -0.875           0.5       113.109         35.56       6.44551   5.10705e-19
      0.03125        -0.875           0.5       113.574       35.5581       6.39991   4.39595e-19
     0.046875        -0.875           0.5       113.748       35.5599       6.35362  -7.34197e-20
       0.0625        -0.875           0.5       113.874       35.5649       6.30777  -6.67056e-21
     0.078125        -0.875           0.5       114.004       35.5687       6.26477   8.14457e-20
      0.09375        -0.875           0.5       114.047       35.5757       6.22063  -2.07045e-19
     0.109375        -0.875           0.5       114.101       35.5839       6.17829  -3.00462e-21
        0.125        -0.875           0.5       114.195        35.591       6.13459   2.49374e-19
     0.140625        -0.875           0.5       114.165       35.5991       6.09268  -5.91987e-20
      0.15625        -0.875           0.5       114.147       35.6093       6.04814   1.00837e-20
     0.171875        -0.875           0.5       113.965       35.6189       5.99966  -3.58889e-20
       0.1875        -0.875           0.5       113.326       35.6349       5.96244   6.22858e-19
     0.203125        -0.875           0.5       113.322       35.6512       5.91595    3.3846e-19
      0.21875        -0.875           0.5       112.937       35.6702       5.87655   8.90645e-20
     0.234375        -0.875           0.5       112.741       35.6865       5.84237  -1.03424e-19
         0.25        -0.875           0.5       112.403       35.7028       5.80296  -1.21605e-20
     0.265625        -0.875           0.5       111.919       35.7219       5.75784    3.6348e-19
      0.28125        -0.875           0.5       111.401       35.7421       5.71919   1.23571e-19
     0.296875        -0.875           0.5       110.863       35.7677       5.68574   3.83465e-20
       0.3125        -0.875           0.5       110.572       35.7837       5.64841   -4.9308e-20
     0.328125        -0.875           0.5       110.101       35.8047       5.61285  -4.35585e-20
      0.34375        -0.875           0.5       109.321       35.8317       5.57793  -3.05594e-20
     0.359375        -0.875           0.5       108.483       35.8591       5.54448  -1.13436e-19
        0.375        -0.875           0.5       107.664       35.8844       5.50998   2.60597e-19
     0.390625        -0.875           0.5        107.08       35.9101       5.47632   3.94985e-19
      0.40625        -0.875           0.5       106.347       35.9357        5.4484  -1.84642e-19
     0.421875        -0.875           0.5        105.62       35.9619       5.42193  -3.71547e-19
       0.4375        -0.875           0.5       104.986       35.9878       5.39253  -1.10986e-19
     0.453125        -0.875           0.5       104.099       36.0164       5.36291  -1.52559e-19
      0.46875        -0.875           0.5        103.18       36.0463        5.3383   -9.2032e-20
     0.484375        -0.875           0.5        102.46       36.0736       5.31371   6.45564e-19
          0.5        -0.875           0.5       101.457       36.1022       5.28983   4.52286e-19
     0.515625        -0.875           0.5       100.534       36.1297       5.26718   3.34323e-20
      0.53125        -0.875           0.5       99.7068       36.1574       5.24542  -1.93416e-19
     0.546875        -0.875           0.5       98.7596       36.1891       5.22112   6.16193e-20
       0.5625        -0.875           0.5       97.8188       36.2184       5.19914   2.15465e-19
     0.578125        -0.875           0.5       97.1706       36.2454        5.1907   3.69654e-20
      0.59375        -0.875           0.5       96.0511       36.2768       5.16661   1.26669e-19
     0.609375        -0.875           0.5       95.0556       36.3033       5.15373   5.61703e-19
        0.625        -0.875           0.5       94.2033       36.3333       5.13687   1.97028e-20
     0.640625        -0.875           0.5        93.334       36.3612       5.12149   2.82768e-19
      0.65625        -0.875           0.5       92.3216        36.391       5.10474   3.63142e-21
     0.671875        -0.875           0.5       91.2697       36.4206       5.09159  -2.90685e-20
       0.6875        -0.875           0.5       90.3997       36.4475       5.07942   -5.1973e-20
     0.703125        -0.875           0.5       89.5612       36.4761       5.06923  -7.22093e-20
      0.71875        -0.875           0.5       88.6489       36.5044       5.05772   -2.2489e-19
     0.734375        -0.875           0.5        87.638       36.5335       5.04526   4.10504e-19
         0.75        -0.875           0.5       86.6974        36.561       5.03446   7.40267e-20
     0.765625        -0.875           0.5       85.7731       36.5879       5.02569   1.48254e-20
      0.78125        -0.875           0.5        84.851       36.6131       5.01804   1.07855e-20
     0.796875        -0.875           0.5       83.9648       36.6433       5.01012   1.61866e-19
